"_id","Civilité","Découverte_Akigora","Mailing","SMS","Date_de_Création","Date_Mise_à_Jour","Acceptation_CGU","Validation_Email"
"6352a2a00fd435728656c551","female","autre","FALSE","FALSE","21/10/2022","06/06/2023","VRAI","TRUE"
"635142310fd435728656c384","male","autre","TRUE","TRUE","20/10/2022","21/10/2022","VRAI","TRUE"
"63512eff0fd435728656c36c","male","autre","TRUE","TRUE","20/10/2022","20/10/2022","VRAI","TRUE"
"63506a100fd435728656c2d8","female","autre","FALSE","TRUE","19/10/2022","19/10/2022","VRAI","TRUE"
"634fe7eb0fd435728656c21b","male","autre","FALSE","TRUE","19/10/2022","19/10/2022","VRAI","TRUE"
"634fe4e80fd435728656c216","male","recherche web","FALSE","FALSE","19/10/2022","19/10/2022","VRAI","TRUE"
"634f31050fd435728656c118","male","autre","TRUE","FALSE","19/10/2022","29/10/2023","VRAI","TRUE"
"634ea5d10fd435728656c0a9","male","autre","FALSE","FALSE","18/10/2022","25/04/2023","VRAI","TRUE"
"634d756b0fd435728656bf84","male","autre","FALSE","FALSE","17/10/2022","25/10/2022","VRAI","TRUE"
"634d52c30fd435728656bf52","male","autre","TRUE","TRUE","17/10/2022","17/10/2022","VRAI","TRUE"
"634d2ea80fd435728656bf17","male","association partenaire","FALSE","FALSE","17/10/2022","26/01/2023","VRAI","TRUE"
"634c1c1d0fd435728656be1a","male","autre","TRUE","TRUE","16/10/2022","16/10/2022","VRAI","TRUE"
"634814960fd435728656ba68","male","autre","FALSE","FALSE","13/10/2022","27/11/2023","VRAI","TRUE"
"6347ccab0fd435728656b9ca","female","autre","FALSE","FALSE","13/10/2022","13/10/2022","VRAI","TRUE"
"6346fe400fd435728656b925","male","autre","FALSE","FALSE","12/10/2022","12/10/2022","VRAI","TRUE"
"6346bcf60fd435728656b8ba","male","recherche web","FALSE","FALSE","12/10/2022","09/10/2023","VRAI","TRUE"
"6346870e0fd435728656b827","male","autre","FALSE","FALSE","12/10/2022","09/12/2022","VRAI","TRUE"
"63467b700fd435728656b81a","female","autre","TRUE","FALSE","12/10/2022","27/11/2023","VRAI","TRUE"
"6345923a0fd435728656b744","female","association partenaire","FALSE","FALSE","11/10/2022","02/05/2023","VRAI","TRUE"
"6345757f0fd435728656b70c","male","autre","FALSE","FALSE","11/10/2022","17/07/2023","VRAI","TRUE"
"634571ce0fd435728656b705","female","autre","FALSE","FALSE","11/10/2022","02/03/2023","VRAI","TRUE"
"63455c5c0fd435728656b6b8","female","autre","FALSE","FALSE","11/10/2022","13/10/2022","VRAI","TRUE"
"634543fb0fd435728656b6ab","male","autre","FALSE","FALSE","11/10/2022","12/10/2022","VRAI","TRUE"
"63446fe2d66fef54e03bb031","male","autre","FALSE","FALSE","10/10/2022","22/09/2023","VRAI","TRUE"
"634412bfd66fef54e03bafde","female","autre","FALSE","FALSE","10/10/2022","09/11/2023","VRAI","TRUE"
"63416fafd66fef54e03badc6","female","autre","FALSE","FALSE","08/10/2022","25/08/2023","VRAI","TRUE"
"63408368d66fef54e03bad50","female","autre","FALSE","FALSE","07/10/2022","07/02/2023","VRAI","TRUE"
"63402918dfa7154fcc810586","male","bouche à oreille","FALSE","TRUE","07/10/2022","07/10/2022","VRAI","TRUE"
"633ff4d1bcc18741abdf004e","female","bouche à oreille","TRUE","FALSE","07/10/2022","28/02/2023","VRAI","TRUE"
"633fd5cdbcc18741abdf0027","female","autre","FALSE","FALSE","07/10/2022","29/11/2023","VRAI","TRUE"
"633ed281bcc18741abdeff29","female","autre","FALSE","FALSE","06/10/2022","06/10/2022","VRAI","TRUE"
"633c0dccbcc18741abdefd15","male","recherche web","FALSE","FALSE","04/10/2022","21/12/2022","VRAI","TRUE"
"633ae57c1f9a8817f3781e2d","female","bouche à oreille","FALSE","FALSE","03/10/2022","07/10/2022","VRAI","TRUE"
"633ae45a1f9a8817f3781e2a","male","recherche web","TRUE","TRUE","03/10/2022","01/12/2023","VRAI","TRUE"
"633ae0eb1f9a8817f3781e20","female","autre","TRUE","TRUE","03/10/2022","25/10/2022","VRAI","TRUE"
"633a9e87a473c11f432147ed","male","autre","TRUE","TRUE","03/10/2022","03/10/2022","VRAI","TRUE"
"6337f373a473c11f432144e2","female","autre","FALSE","FALSE","01/10/2022","14/11/2022","VRAI","TRUE"
"6336f97da473c11f43214313","male","recherche web","TRUE","TRUE","30/09/2022","30/09/2022","VRAI","TRUE"
"6335a554a473c11f432140fd","male","autre","FALSE","TRUE","29/09/2022","04/10/2022","VRAI","TRUE"
"63359acca473c11f4321409e","male","bouche à oreille","FALSE","FALSE","29/09/2022","31/10/2023","VRAI","TRUE"
"63359555a473c11f43214084","female","bouche à oreille","TRUE","FALSE","29/09/2022","05/01/2023","VRAI","TRUE"
"6335836ca473c11f4321405d","female","entreprise partenaire","FALSE","FALSE","29/09/2022","22/03/2023","VRAI","TRUE"
"63356dc2a473c11f4321404a","female","autre","FALSE","TRUE","29/09/2022","29/09/2022","VRAI","TRUE"
"63355b72a473c11f4321401b","male","bouche à oreille","TRUE","TRUE","29/09/2022","01/06/2023","VRAI","TRUE"
"633549eea473c11f43213fe7","female","autre","FALSE","TRUE","29/09/2022","29/09/2022","VRAI","TRUE"
"63347b87a473c11f43213f51","male","autre","FALSE","FALSE","28/09/2022","28/09/2022","VRAI","TRUE"
"63347767a473c11f43213f4e","female","autre","TRUE","TRUE","28/09/2022","28/09/2022","VRAI","TRUE"
"6334391aa473c11f43213ee1","female","autre","FALSE","FALSE","28/09/2022","28/09/2022","VRAI","TRUE"
"6333f44ba473c11f43213e2e","male","entreprise partenaire","TRUE","TRUE","28/09/2022","03/03/2023","VRAI","TRUE"
"6333e0b9a473c11f43213e14","female","autre","TRUE","TRUE","28/09/2022","28/09/2022","VRAI","TRUE"
"633319d4a473c11f43213d78","male","autre","TRUE","TRUE","27/09/2022","27/09/2022","VRAI","TRUE"
"6332a3c886a6612f5c1fef44","female","bouche à oreille","FALSE","FALSE","27/09/2022","04/12/2023","VRAI","TRUE"
"6331c33b86a6612f5c1fee82","male","bouche à oreille","FALSE","FALSE","26/09/2022","02/11/2022","VRAI","TRUE"
"6331a2c786a6612f5c1fee15","female","entreprise partenaire","TRUE","TRUE","26/09/2022","19/06/2023","VRAI","TRUE"
"633155e186a6612f5c1fed5e","female","autre","TRUE","TRUE","26/09/2022","26/09/2022","VRAI","TRUE"
"632f3cb686a6612f5c1feb27","female","autre","TRUE","TRUE","24/09/2022","24/09/2022","VRAI","TRUE"
